taxa;x;y
Danthonia alpina Vest;2717651;1084996
Danthonia alpina Vest;2717628;1085002
Danthonia alpina Vest;2717624;1084991
Danthonia alpina Vest;2717595;1085216
Danthonia alpina Vest;2717377;1085512
Danthonia alpina Vest;2717631;1084948
Danthonia alpina Vest;2717607;1085195
Danthonia alpina Vest;2717613;1085178
Danthonia alpina Vest;2717601;1085205
Danthonia alpina Vest;2717603;1085210
Danthonia alpina Vest;2717595;1085234
Danthonia alpina Vest;2717632;1085005
Danthonia alpina Vest;2717617;1085218
Danthonia alpina Vest;2717601;1085239
Danthonia alpina Vest;2717615;1085201
Danthonia alpina Vest;2717617;1085191
Danthonia alpina Vest;2717619;1085191
Danthonia alpina Vest;2717623;1085233
Danthonia alpina Vest;2717608;1085238
Danthonia alpina Vest;2717623;1085235
Danthonia alpina Vest;2717634;1085168
Danthonia alpina Vest;2717635;1085170
Danthonia alpina Vest;2717628;1085203
Danthonia alpina Vest;2717629;1085198
Danthonia alpina Vest;2717631;1085192
Danthonia alpina Vest;2717623;1085186
Danthonia alpina Vest;2717628;1085210
Danthonia alpina Vest;2717621;1085184
Heteropogon contortus (L.) Roem. & Schult.;2720316;1095844
Heteropogon contortus (L.) Roem. & Schult.;2700504;1111682
Heteropogon contortus (L.) Roem. & Schult.;2720931;1096017
Heteropogon contortus (L.) Roem. & Schult.;2700504;1111682
Heteropogon contortus (L.) Roem. & Schult.;2700711;1111758
Heteropogon contortus (L.) Roem. & Schult.;2720804;1096010
Heteropogon contortus (L.) Roem. & Schult.;2720734;1095980
Heteropogon contortus (L.) Roem. & Schult.;2700464;1111669
Heteropogon contortus (L.) Roem. & Schult.;2724774;1121328
Heteropogon contortus (L.) Roem. & Schult.;2720724;1095983
Heteropogon contortus (L.) Roem. & Schult.;2701785;1112398
Heteropogon contortus (L.) Roem. & Schult.;2701717;1112106
Heteropogon contortus (L.) Roem. & Schult.;2724482;1120982
Heteropogon contortus (L.) Roem. & Schult.;2720731;1095981
Heteropogon contortus (L.) Roem. & Schult.;2712130;1091090
Heteropogon contortus (L.) Roem. & Schult.;2700477;1111684
Heteropogon contortus (L.) Roem. & Schult.;2720783;1095999
Heteropogon contortus (L.) Roem. & Schult.;2701483;1112244
Heteropogon contortus (L.) Roem. & Schult.;2701568;1112277
Heteropogon contortus (L.) Roem. & Schult.;2701784;1112407
Heteropogon contortus (L.) Roem. & Schult.;2720736;1095980
Heteropogon contortus (L.) Roem. & Schult.;2724287;1121022
Heteropogon contortus (L.) Roem. & Schult.;2700477;1111668
Heteropogon contortus (L.) Roem. & Schult.;2724140;1120947
Heteropogon contortus (L.) Roem. & Schult.;2725030;1121376
Heteropogon contortus (L.) Roem. & Schult.;2724466;1120912
Heteropogon contortus (L.) Roem. & Schult.;2720814;1096015
Heteropogon contortus (L.) Roem. & Schult.;2701788;1112402
Heteropogon contortus (L.) Roem. & Schult.;2720789;1096003
Heteropogon contortus (L.) Roem. & Schult.;2720740;1096005
Heteropogon contortus (L.) Roem. & Schult.;2724265;1120993
Heteropogon contortus (L.) Roem. & Schult.;2724271;1120993
Heteropogon contortus (L.) Roem. & Schult.;2720700;1116648
Heteropogon contortus (L.) Roem. & Schult.;2711938;1090996
Heteropogon contortus (L.) Roem. & Schult.;2720808;1096006
Heteropogon contortus (L.) Roem. & Schult.;2701785;1112412
Heteropogon contortus (L.) Roem. & Schult.;2722617;1097361
Heteropogon contortus (L.) Roem. & Schult.;2700504;1111682
Heteropogon contortus (L.) Roem. & Schult.;2700681;1111737
Heteropogon contortus (L.) Roem. & Schult.;2724778;1121105
Heteropogon contortus (L.) Roem. & Schult.;2711799;1090943
Heteropogon contortus (L.) Roem. & Schult.;2711820;1090924
Heteropogon contortus (L.) Roem. & Schult.;2722119;1096956
Heteropogon contortus (L.) Roem. & Schult.;2722216;1097037
